;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
15;RandomForestClassifier;0.8727;0.8791;0.8727;0.8731;0.7778;0.7828;0.7778;0.7791;0.9;0.9087;0.9;0.9009;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 315};RandomForestClassifier(n_estimators=20, random_state=315)
16;RandomForestClassifier;0.8573;0.8642;0.8573;0.8575;0.8819;0.8905;0.8819;0.8833;0.9;0.9087;0.9;0.9009;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 747};RandomForestClassifier(n_estimators=10, random_state=747)
17;RandomForestClassifier;0.8604;0.8667;0.8604;0.8611;0.9028;0.9032;0.9028;0.9029;0.9;0.9087;0.9;0.9009;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 747};RandomForestClassifier(n_estimators=20, random_state=747)
19;RandomForestClassifier;0.8719;0.8794;0.8719;0.8723;0.8125;0.8198;0.8125;0.8147;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 269};RandomForestClassifier(n_estimators=20, random_state=269)
20;DecisionTreeClassifier;0.8573;0.865;0.8573;0.8585;0.8819;0.8928;0.8819;0.8837;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=520)
21;DecisionTreeClassifier;0.8688;0.8753;0.8688;0.8697;0.8403;0.8563;0.8403;0.8432;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 677};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=677)
24;RandomForestClassifier;0.8588;0.8656;0.8588;0.8598;0.8819;0.893;0.8819;0.8839;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 747};RandomForestClassifier(n_estimators=20, random_state=747)
23;DecisionTreeClassifier;0.8696;0.8797;0.8696;0.8707;0.8542;0.8591;0.8542;0.8554;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=275)
13;SVC;0.8256;0.834;0.8256;0.8274;0.8403;0.854;0.8403;0.841;0.9;0.9043;0.9;0.9011;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 669};SVC(C=10, random_state=669)
25;RandomForestClassifier;0.8595;0.8637;0.8595;0.8601;0.8681;0.879;0.8681;0.8699;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 269};RandomForestClassifier(n_estimators=20, random_state=269)
26;DecisionTreeClassifier;0.8727;0.8803;0.8727;0.8737;0.8403;0.8465;0.8403;0.8416;0.9;0.906;0.9;0.9005;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=520)
27;DecisionTreeClassifier;0.8549;0.8609;0.8549;0.8558;0.875;0.8757;0.875;0.8751;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=275)
28;DecisionTreeClassifier;0.865;0.8708;0.865;0.8656;0.875;0.878;0.875;0.876;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=520)
29;DecisionTreeClassifier;0.8711;0.8793;0.8711;0.8722;0.8542;0.8584;0.8542;0.8545;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=275)
14;RandomForestClassifier;0.8749;0.88;0.8749;0.8756;0.7778;0.7839;0.7778;0.7799;0.9;0.9087;0.9;0.9009;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 269};RandomForestClassifier(n_estimators=10, random_state=269)
12;RandomForestClassifier;0.8626;0.8664;0.8626;0.863;0.8958;0.8952;0.8958;0.8955;0.9;0.912;0.9;0.9019;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 269};RandomForestClassifier(n_estimators=20, random_state=269)
31;DecisionTreeClassifier;0.8527;0.8615;0.8527;0.8527;0.8819;0.8971;0.8819;0.8843;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=275)
11;RandomForestClassifier;0.855;0.8607;0.855;0.8553;0.9306;0.9302;0.9306;0.9301;0.9;0.912;0.9;0.9019;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 315};RandomForestClassifier(n_estimators=20, random_state=315)
12;DecisionTreeClassifier;0.811;0.818;0.811;0.8123;0.8611;0.8645;0.8611;0.8602;0.9;0.9019;0.9;0.8999;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 146};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=146)
11;RandomForestClassifier;0.831;0.8357;0.831;0.832;0.8403;0.8392;0.8403;0.839;0.9;0.9069;0.9;0.9006;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 854};RandomForestClassifier(n_estimators=5, random_state=854)
10;DecisionTreeClassifier;0.8032;0.8135;0.8032;0.805;0.8958;0.8985;0.8958;0.8964;0.9;0.9048;0.9;0.9012;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 146};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=146)
9;RandomForestClassifier;0.8248;0.8306;0.8248;0.8258;0.7986;0.8087;0.7986;0.8012;0.9;0.9048;0.9;0.9012;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 854};RandomForestClassifier(n_estimators=20, random_state=854)
8;DecisionTreeClassifier;0.8295;0.8389;0.8295;0.8308;0.7847;0.7975;0.7847;0.7875;0.9;0.9048;0.9;0.9012;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 881};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=881)
7;DecisionTreeClassifier;0.8195;0.8312;0.8195;0.8219;0.8403;0.8528;0.8403;0.8419;0.9;0.9048;0.9;0.9012;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 881};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=881)
6;RandomForestClassifier;0.8202;0.8303;0.8202;0.8219;0.8472;0.8458;0.8472;0.8457;0.9;0.9061;0.9;0.9015;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 378};RandomForestClassifier(n_estimators=20, random_state=378)
5;RandomForestClassifier;0.8233;0.8296;0.8233;0.8236;0.8125;0.8365;0.8125;0.8161;0.9;0.9061;0.9;0.9015;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 378};RandomForestClassifier(n_estimators=20, random_state=378)
4;RandomForestClassifier;0.8233;0.83;0.8233;0.8248;0.8264;0.8296;0.8264;0.8263;0.9;0.9061;0.9;0.9015;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 854};RandomForestClassifier(n_estimators=20, random_state=854)
3;KNeighborsClassifier;0.7824;0.7896;0.7824;0.7825;0.8333;0.8458;0.8333;0.8343;0.9;0.913;0.9;0.9019;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
7;RandomForestClassifier;0.8811;0.8844;0.8811;0.8815;0.8889;0.8882;0.8889;0.8883;0.9;0.9027;0.9;0.8998;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 919};RandomForestClassifier(n_estimators=20, random_state=919)
6;RandomForestClassifier;0.8819;0.8851;0.8819;0.8822;0.8542;0.8626;0.8542;0.8563;0.9;0.9027;0.9;0.8998;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 919};RandomForestClassifier(n_estimators=20, random_state=919)
5;RandomForestClassifier;0.8889;0.8911;0.8889;0.8888;0.8819;0.8838;0.8819;0.8818;0.9;0.9027;0.9;0.8998;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 919};RandomForestClassifier(n_estimators=20, random_state=919)
30;DecisionTreeClassifier;0.8604;0.8661;0.8604;0.8613;0.8542;0.8639;0.8542;0.8568;0.9;0.9137;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=275)
18;DecisionTreeClassifier;0.8518;0.8589;0.8518;0.853;0.8958;0.8987;0.8958;0.8963;0.9;0.9148;0.9;0.9008;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 677};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=677)
32;DecisionTreeClassifier;0.8634;0.8727;0.8634;0.8645;0.8403;0.8474;0.8403;0.8422;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=275)
7;RandomForestClassifier;0.9452;0.9473;0.9452;0.9454;0.9583;0.9585;0.9583;0.9583;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
33;DecisionTreeClassifier;0.8688;0.8735;0.8688;0.8698;0.8333;0.8413;0.8333;0.8359;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 677};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=677)
16;RandomForestClassifier;0.9413;0.9425;0.9413;0.9415;0.9653;0.9657;0.9653;0.965;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 300};RandomForestClassifier(n_estimators=20, random_state=300)
15;RandomForestClassifier;0.9467;0.9486;0.9467;0.947;0.9375;0.94;0.9375;0.9368;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
14;RandomForestClassifier;0.9475;0.9492;0.9475;0.9476;0.9167;0.9198;0.9167;0.9161;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
13;RandomForestClassifier;0.9475;0.949;0.9475;0.9476;0.9444;0.9441;0.9444;0.944;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
12;RandomForestClassifier;0.9413;0.943;0.9413;0.9414;0.9514;0.9523;0.9514;0.9514;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
11;RandomForestClassifier;0.9499;0.9517;0.9499;0.95;0.9653;0.9664;0.9653;0.9652;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
10;RandomForestClassifier;0.9499;0.9514;0.9499;0.95;0.9375;0.938;0.9375;0.9369;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 461};RandomForestClassifier(n_estimators=20, random_state=461)
9;RandomForestClassifier;0.9514;0.9523;0.9514;0.9515;0.9792;0.9804;0.9792;0.9793;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 461};RandomForestClassifier(n_estimators=20, random_state=461)
17;RandomForestClassifier;0.9475;0.9483;0.9475;0.9475;0.9514;0.9559;0.9514;0.9516;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 300};RandomForestClassifier(n_estimators=20, random_state=300)
18;RandomForestClassifier;0.9491;0.9505;0.9491;0.9493;0.8958;0.8994;0.8958;0.8963;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 300};RandomForestClassifier(n_estimators=20, random_state=300)
20;RandomForestClassifier;0.9499;0.9515;0.9499;0.9501;0.9653;0.9664;0.9653;0.9652;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 461};RandomForestClassifier(n_estimators=20, random_state=461)
8;RandomForestClassifier;0.9506;0.9517;0.9506;0.9506;0.9444;0.9476;0.9444;0.9446;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 461};RandomForestClassifier(n_estimators=20, random_state=461)
19;RandomForestClassifier;0.9491;0.9504;0.9491;0.9493;0.9792;0.9793;0.9792;0.9792;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 300};RandomForestClassifier(n_estimators=20, random_state=300)
6;RandomForestClassifier;0.9484;0.95;0.9484;0.9485;0.9514;0.9517;0.9514;0.9515;0.9;0.9091;0.9;0.8995;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 461};RandomForestClassifier(n_estimators=20, random_state=461)
39;RandomForestClassifier;0.8541;0.8606;0.8541;0.8553;0.8889;0.8914;0.8889;0.8899;0.9;0.9027;0.9;0.8998;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 269};RandomForestClassifier(n_estimators=20, random_state=269)
34;DecisionTreeClassifier;0.8626;0.8689;0.8626;0.8635;0.8889;0.89;0.8889;0.8892;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=520)
35;DecisionTreeClassifier;0.8673;0.8753;0.8673;0.8684;0.875;0.8744;0.875;0.8743;0.9;0.9015;0.9;0.9004;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=520)
