;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
23;MLPClassifier;0.9521;0.9527;0.9521;0.9522;0.9685;0.9686;0.9685;0.9685;0.9333;0.9333;0.9333;0.9333;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 470, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=470)
8;RandomForestClassifier;0.9738;0.9739;0.9738;0.9738;0.964;0.964;0.964;0.964;0.9333;0.937;0.9333;0.9341;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 981};RandomForestClassifier(n_estimators=20, random_state=981)
9;MLPClassifier;0.9536;0.954;0.9536;0.9537;0.9596;0.9597;0.9596;0.9596;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 470, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=470)
10;MLPClassifier;0.9523;0.9529;0.9523;0.9524;0.954;0.9543;0.954;0.9539;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 470, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=470)
11;MLPClassifier;0.9518;0.9524;0.9518;0.9519;0.945;0.9462;0.945;0.9452;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 470, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=470)
12;MLPClassifier;0.9496;0.9502;0.9496;0.9497;0.9798;0.9799;0.9798;0.9798;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 470, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=470)
13;MLPClassifier;0.9519;0.9526;0.9519;0.9521;0.9708;0.9709;0.9708;0.9708;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
14;MLPClassifier;0.9558;0.9561;0.9558;0.9559;0.964;0.964;0.964;0.964;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 263, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=263)
15;MLPClassifier;0.9552;0.9558;0.9552;0.9553;0.9618;0.9622;0.9618;0.9618;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
16;MLPClassifier;0.9502;0.9506;0.9502;0.9503;0.9742;0.9742;0.9742;0.9742;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
17;MLPClassifier;0.9517;0.9521;0.9517;0.9518;0.9674;0.9678;0.9674;0.9674;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
0;RandomForestClassifier;0.9853;0.9855;0.9853;0.9854;0.9855;0.9855;0.9855;0.9855;0.9333;0.9349;0.9333;0.9337;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 405};RandomForestClassifier(n_estimators=20, random_state=405)
19;MLPClassifier;0.9506;0.9513;0.9506;0.9507;0.9674;0.9676;0.9674;0.9675;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 263, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=263)
20;MLPClassifier;0.9527;0.9532;0.9527;0.9528;0.9629;0.9637;0.9629;0.9631;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
21;RandomForestClassifier;0.9744;0.9745;0.9744;0.9744;0.9776;0.9777;0.9776;0.9775;0.9333;0.934;0.9333;0.9333;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 539};RandomForestClassifier(n_estimators=20, random_state=539)
22;MLPClassifier;0.9508;0.9513;0.9508;0.9509;0.9641;0.9643;0.9641;0.9641;0.9333;0.9333;0.9333;0.9333;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=378)
7;RandomForestClassifier;0.9727;0.9728;0.9727;0.9727;0.973;0.9731;0.973;0.973;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
18;MLPClassifier;0.9492;0.95;0.9492;0.9493;0.964;0.9644;0.964;0.9641;0.9333;0.9379;0.9333;0.934;smote;3000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 263, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=263)
9;RandomForestClassifier;0.9744;0.9745;0.9744;0.9744;0.9809;0.9812;0.9809;0.9809;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
21;RandomForestClassifier;0.9737;0.9738;0.9737;0.9737;0.9708;0.9708;0.9708;0.9708;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
19;RandomForestClassifier;0.9755;0.9756;0.9755;0.9755;0.9742;0.9744;0.9742;0.9742;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
22;DecisionTreeClassifier;0.9571;0.9572;0.9571;0.9571;0.9236;0.9275;0.9236;0.9239;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 675};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=675)
23;DecisionTreeClassifier;0.9538;0.954;0.9538;0.9538;0.9562;0.9565;0.9562;0.9563;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 923};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=923)
24;DecisionTreeClassifier;0.9531;0.9533;0.9531;0.9531;0.9338;0.9353;0.9338;0.9341;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 675};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=675)
10;MLPClassifier;0.904;0.9059;0.904;0.9045;0.954;0.9546;0.954;0.954;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=957)
25;DecisionTreeClassifier;0.9563;0.9565;0.9563;0.9564;0.9484;0.9493;0.9484;0.9486;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 675};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=675)
26;DecisionTreeClassifier;0.9552;0.9555;0.9552;0.9552;0.9484;0.9488;0.9484;0.9485;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 604};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=604)
27;RandomForestClassifier;0.9748;0.9749;0.9748;0.9748;0.9708;0.9708;0.9708;0.9708;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
28;DecisionTreeClassifier;0.9573;0.9574;0.9573;0.9573;0.9281;0.9295;0.9281;0.9283;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 604};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=604)
29;RandomForestClassifier;0.9735;0.9737;0.9735;0.9736;0.9708;0.9708;0.9708;0.9708;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 645};RandomForestClassifier(n_estimators=10, random_state=645)
30;DecisionTreeClassifier;0.9593;0.9595;0.9593;0.9593;0.9404;0.941;0.9404;0.9406;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 604};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=604)
31;DecisionTreeClassifier;0.9588;0.9589;0.9588;0.9588;0.9202;0.9208;0.9202;0.9203;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 675};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=675)
32;RandomForestClassifier;0.9745;0.9747;0.9745;0.9746;0.9753;0.9753;0.9753;0.9753;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
33;DecisionTreeClassifier;0.9582;0.9583;0.9582;0.9582;0.9494;0.9509;0.9494;0.9496;0.9333;0.9345;0.9333;0.9324;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 675};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=675)
20;RandomForestClassifier;0.9744;0.9745;0.9744;0.9744;0.9719;0.972;0.9719;0.9719;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
11;MLPClassifier;0.9039;0.9054;0.9039;0.9043;0.9438;0.9447;0.9438;0.944;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=957)
12;RandomForestClassifier;0.9753;0.9754;0.9753;0.9753;0.9675;0.9675;0.9675;0.9675;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
13;MLPClassifier;0.8979;0.8995;0.8979;0.8983;0.9629;0.963;0.9629;0.9629;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=957)
14;RandomForestClassifier;0.9759;0.976;0.9759;0.9759;0.9809;0.981;0.9809;0.9809;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
15;MLPClassifier;0.9045;0.9063;0.9045;0.9049;0.9416;0.9419;0.9416;0.9415;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=957)
16;RandomForestClassifier;0.973;0.9732;0.973;0.9731;0.9832;0.9832;0.9832;0.9832;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 645};RandomForestClassifier(n_estimators=20, random_state=645)
18;MLPClassifier;0.9024;0.9033;0.9024;0.9027;0.9438;0.9439;0.9438;0.9438;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 819, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=819)
17;MLPClassifier;0.9025;0.9036;0.9025;0.9028;0.9439;0.9447;0.9439;0.9439;0.9333;0.938;0.9333;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 819, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=819)
39;RandomForestClassifier;0.9743;0.9744;0.9743;0.9743;0.9742;0.9742;0.9742;0.9741;0.9167;0.9214;0.9167;0.9165;smote;3000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 865};RandomForestClassifier(n_estimators=20, random_state=865)
