Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.1429;0.0627;0.1429;0.0679;0.4;0.3833;0.4;0.38;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 20, 'random_state': 638};RandomForestClassifier(n_estimators=20, random_state=638)
RandomForestClassifier;0.3083;0.2729;0.3083;0.2062;0.25;0.25;0.25;0.25;0.3333;0.5;0.3333;0.4;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 135};RandomForestClassifier(n_estimators=5, random_state=135)
DecisionTreeClassifier;0.1905;0.1667;0.1905;0.2;0.3;0.1571;0.3;0.1889;0.5;0.3333;0.5;0.4;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 992};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=992)
RandomForestClassifier;0.2;0.08;0.2;0.1031;0.3333;0.1667;0.3333;0.2167;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 246};RandomForestClassifier(n_estimators=10, random_state=246)
DecisionTreeClassifier;0.1667;0.0889;0.1667;0.0619;0.2857;0.1667;0.2857;0.2095;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 119};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=119)
DecisionTreeClassifier;0.32;0.3133;0.32;0.2406;0.1667;0.0417;0.1667;0.0667;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 427};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=427)
RandomForestClassifier;0.32;0.2567;0.32;0.2043;0.3333;0.1333;0.3333;0.1905;0.3333;0.5;0.3333;0.4;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 999};RandomForestClassifier(n_estimators=10, random_state=999)
RandomForestClassifier;0.1667;0.1215;0.1667;0.0825;0.5;0.3125;0.5;0.3833;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 793};RandomForestClassifier(n_estimators=10, random_state=793)
RandomForestClassifier;0.2;0.2133;0.2;0.1583;0.6667;0.5833;0.6667;0.6111;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 331};RandomForestClassifier(n_estimators=5, random_state=331)
RandomForestClassifier;0.4048;0.3532;0.4048;0.2963;0.0909;0.1818;0.0909;0.1212;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 953};RandomForestClassifier(n_estimators=5, random_state=953)
RandomForestClassifier;0.28;0.2733;0.28;0.205;0.3333;0.2222;0.3333;0.25;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 911};RandomForestClassifier(n_estimators=5, random_state=911)
DecisionTreeClassifier;0.3083;0.1979;0.3083;0.2012;0.375;0.1833;0.375;0.2429;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 956};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=956)
DecisionTreeClassifier;0.2857;0.1929;0.2857;0.177;0.3;0.1417;0.3;0.1857;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 875};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=875)
RandomForestClassifier;0.2167;0.1604;0.2167;0.1444;0.375;0.5;0.375;0.4167;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 47};RandomForestClassifier(n_estimators=20, random_state=47)
DecisionTreeClassifier;0.2083;0.191;0.2083;0.1183;0.375;0.1875;0.375;0.25;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 619};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=619)
DecisionTreeClassifier;0.32;0.32;0.32;0.2167;0.3333;0.1667;0.3333;0.2222;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 934};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=934)
RandomForestClassifier;0.36;0.29;0.36;0.256;0.1667;0.1667;0.1667;0.1667;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 636};RandomForestClassifier(n_estimators=5, random_state=636)
DecisionTreeClassifier;0.28;0.178;0.28;0.165;0.3333;0.1667;0.3333;0.2222;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 568};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=568)
RandomForestClassifier;0.3571;0.2897;0.3571;0.2259;0.2727;0.2121;0.2727;0.2273;0.5;0.3333;0.5;0.4;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 471};RandomForestClassifier(n_estimators=5, random_state=471)
RandomForestClassifier;0.2857;0.254;0.2857;0.2315;0.1;0.1333;0.1;0.1143;0.5;0.3333;0.5;0.3968;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 263};RandomForestClassifier(n_estimators=5, random_state=263)
SVC;0.2381;0.2413;0.2381;0.1746;0.4;0.65;0.4;0.4867;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 1, 'kernel': 'linear', 'random_state': 747};SVC(C=1, kernel='linear', random_state=747)
RandomForestClassifier;0.21;0.1833;0.21;0.1333;0.5714;0.3571;0.5714;0.4286;0.5;0.3333;0.5;0.3889;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 731};RandomForestClassifier(n_estimators=5, random_state=731)
RandomForestClassifier;0.22;0.1333;0.22;0.11;0.4286;0.2857;0.4286;0.3333;0.5;0.3333;0.5;0.3889;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 531};RandomForestClassifier(n_estimators=5, random_state=531)
MLPClassifier;0.4917;0.4389;0.4917;0.375;0.0;0.0;0.0;0.0;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 459, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=459)
MLPClassifier;0.3083;0.2451;0.3083;0.1972;0.375;0.4062;0.375;0.3417;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_iter': 100000, 'random_state': 225, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=225)
RandomForestClassifier;0.175;0.1014;0.175;0.1333;0.5;0.3958;0.5;0.4333;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 773};RandomForestClassifier(n_estimators=5, random_state=773)
RandomForestClassifier;0.125;0.0938;0.125;0.0687;0.2857;0.3143;0.2857;0.2381;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 538};RandomForestClassifier(n_estimators=5, random_state=538)
SVC;0.2083;0.2049;0.2083;0.1483;0.5;0.3333;0.5;0.4;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'C': 10, 'kernel': 'linear', 'random_state': 149};SVC(C=10, kernel='linear', random_state=149)
RandomForestClassifier;0.3;0.2213;0.3;0.17;0.2857;0.1429;0.2857;0.1857;0.5;0.3333;0.5;0.3889;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 785};RandomForestClassifier(n_estimators=20, random_state=785)
RandomForestClassifier;0.2167;0.1417;0.2167;0.1333;0.5;0.475;0.5;0.4345;0.5;0.3333;0.5;0.3889;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 10, 'random_state': 607};RandomForestClassifier(n_estimators=10, random_state=607)
RandomForestClassifier;0.3;0.1787;0.3;0.1619;0.2857;0.1429;0.2857;0.1905;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 45};RandomForestClassifier(n_estimators=5, random_state=45)
RandomForestClassifier;0.4333;0.4389;0.4333;0.3583;0.25;0.3125;0.25;0.25;0.5;0.3333;0.5;0.3889;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 453};RandomForestClassifier(n_estimators=20, random_state=453)
RandomForestClassifier;0.24;0.24;0.24;0.18;0.5;0.4167;0.5;0.4444;0.5;0.3333;0.5;0.3889;not-balanced;['polarity_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 342};RandomForestClassifier(n_estimators=5, random_state=342)
LogisticRegression;0.381;0.3929;0.381;0.3046;0.2;0.2;0.2;0.2;0.5;0.3056;0.5;0.3778;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 1, 'penalty': 'l2', 'random_state': 305, 'solver': 'lbfgs'};"LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=305)"
RandomForestClassifier;0.21;0.1237;0.21;0.1112;0.4286;0.3333;0.4286;0.3714;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 356};RandomForestClassifier(n_estimators=20, random_state=356)
RandomForestClassifier;0.2;0.1267;0.2;0.1;0.3333;0.1667;0.3333;0.2167;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 701};RandomForestClassifier(n_estimators=5, random_state=701)
RandomForestClassifier;0.12;0.1333;0.12;0.0717;0.3333;0.1333;0.3333;0.1905;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 426};RandomForestClassifier(n_estimators=5, random_state=426)
RandomForestClassifier;0.1905;0.0952;0.1905;0.0714;0.3636;0.4424;0.3636;0.3455;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 183};RandomForestClassifier(n_estimators=5, random_state=183)
DecisionTreeClassifier;0.1333;0.1125;0.1333;0.0854;0.25;0.0833;0.25;0.125;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 712};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=712)
KNeighborsClassifier;0.3167;0.2104;0.3167;0.19;0.125;0.0417;0.125;0.0625;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
DecisionTreeClassifier;0.1429;0.0714;0.1429;0.0852;0.4;0.2667;0.4;0.3;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 591};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=591)
DecisionTreeClassifier;0.1032;0.0873;0.1032;0.05;0.3636;0.2;0.3636;0.2576;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 591};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=591)
KNeighborsClassifier;0.2857;0.2619;0.2857;0.147;0.2;0.125;0.2;0.1524;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
DecisionTreeClassifier;0.175;0.1542;0.175;0.1667;0.5;0.3125;0.5;0.381;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 628};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=628)
DecisionTreeClassifier;0.3333;0.2778;0.3333;0.25;0.2;0.1;0.2;0.1333;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 400};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=400)
DecisionTreeClassifier;0.1905;0.119;0.1905;0.16;0.3;0.1833;0.3;0.2267;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 390};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=390)
LogisticRegression;0.4286;0.373;0.4286;0.3037;0.2;0.2286;0.2;0.1778;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'C': 0.1, 'penalty': 'l2', 'random_state': 13, 'solver': 'lbfgs'};"LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=13)"
DecisionTreeClassifier;0.2667;0.2222;0.2667;0.1907;0.25;0.1333;0.25;0.1714;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 628};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=628)
DecisionTreeClassifier;0.175;0.0944;0.175;0.0825;0.25;0.0833;0.25;0.125;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 628};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=628)
RandomForestClassifier;0.17;0.105;0.17;0.0883;0.1429;0.0286;0.1429;0.0476;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 999};RandomForestClassifier(n_estimators=5, random_state=999)
DecisionTreeClassifier;0.2;0.12;0.2;0.1122;0.0;0.0;0.0;0.0;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 86};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=86)
RandomForestClassifier;0.1905;0.1825;0.1905;0.1111;0.3;0.3167;0.3;0.2952;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 10, 'random_state': 908};RandomForestClassifier(n_estimators=10, random_state=908)
DecisionTreeClassifier;0.16;0.1133;0.16;0.1056;0.1667;0.0833;0.1667;0.1111;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 370};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=370)
DecisionTreeClassifier;0.1905;0.1746;0.1905;0.1611;0.3;0.1833;0.3;0.2267;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 357};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=357)
RandomForestClassifier;0.16;0.12;0.16;0.076;0.3333;0.25;0.3333;0.2778;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 479};RandomForestClassifier(n_estimators=10, random_state=479)
MLPClassifier;0.2381;0.1667;0.2381;0.137;0.3;0.2167;0.3;0.2467;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 332, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=332)
DecisionTreeClassifier;0.12;0.0733;0.12;0.0717;0.3333;0.1667;0.3333;0.2167;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];5;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 234};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=234)
RandomForestClassifier;0.2667;0.3403;0.2667;0.1756;0.125;0.0625;0.125;0.0833;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 429};RandomForestClassifier(n_estimators=5, random_state=429)
DecisionTreeClassifier;0.0833;0.0312;0.0833;0.05;0.2857;0.1714;0.2857;0.2143;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 995};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=995)
RandomForestClassifier;0.1667;0.0764;0.1667;0.0833;0.25;0.125;0.25;0.1667;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 975};RandomForestClassifier(n_estimators=5, random_state=975)
MLPClassifier;0.3333;0.3333;0.3333;0.3156;0.2;0.0857;0.2;0.12;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'max_iter': 100000, 'random_state': 143, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=143)
RandomForestClassifier;0.24;0.22;0.24;0.1627;0.3333;0.1333;0.3333;0.1905;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 110};RandomForestClassifier(n_estimators=5, random_state=110)
RandomForestClassifier;0.28;0.26;0.28;0.1889;0.1667;0.0667;0.1667;0.0952;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 5, 'random_state': 110};RandomForestClassifier(n_estimators=5, random_state=110)
KNeighborsClassifier;0.2917;0.2083;0.2917;0.1983;0.1429;0.0714;0.1429;0.0952;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];4;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
DecisionTreeClassifier;0.1905;0.1429;0.1905;0.0989;0.3;0.1417;0.3;0.1857;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 393};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=393)
RandomForestClassifier;0.24;0.22;0.24;0.1856;0.1667;0.1667;0.1667;0.1667;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 20, 'random_state': 682};RandomForestClassifier(n_estimators=20, random_state=682)
RandomForestClassifier;0.24;0.1567;0.24;0.1377;0.1667;0.1667;0.1667;0.1667;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];5;{'n_estimators': 10, 'random_state': 682};RandomForestClassifier(n_estimators=10, random_state=682)
DecisionTreeClassifier;0.2167;0.2111;0.2167;0.1333;0.375;0.2167;0.375;0.2714;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 995};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=995)
MLPClassifier;0.32;0.22;0.32;0.2067;0.0;0.0;0.0;0.0;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];5;{'max_iter': 100000, 'random_state': 945, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=945)
DecisionTreeClassifier;0.175;0.1083;0.175;0.1194;0.25;0.1071;0.25;0.15;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'stress_mean', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'max_depth': 3, 'min_samples_leaf': 10, 'random_state': 204};DecisionTreeClassifier(max_depth=3, min_samples_leaf=10, random_state=204)
RandomForestClassifier;0.0952;0.131;0.0952;0.0529;0.3636;0.2386;0.3636;0.2579;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 580};RandomForestClassifier(n_estimators=5, random_state=580)
RandomForestClassifier;0.3333;0.254;0.3333;0.2081;0.3;0.1933;0.3;0.225;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 20, 'random_state': 263};RandomForestClassifier(n_estimators=20, random_state=263)
RandomForestClassifier;0.2083;0.1771;0.2083;0.1353;0.2857;0.1786;0.2857;0.2177;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 20, 'random_state': 222};RandomForestClassifier(n_estimators=20, random_state=222)
RandomForestClassifier;0.2083;0.1181;0.2083;0.1132;0.375;0.1917;0.375;0.25;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];4;{'n_estimators': 5, 'random_state': 501};RandomForestClassifier(n_estimators=5, random_state=501)
DecisionTreeClassifier;0.1032;0.0698;0.1032;0.0344;0.1818;0.0606;0.1818;0.0909;0.5;0.3;0.5;0.375;not-balanced;['polarity_mean', 'O', 'C', 'E', 'A', 'N'];3;{'max_depth': 3, 'min_samples_leaf': 5, 'random_state': 714};DecisionTreeClassifier(max_depth=3, min_samples_leaf=5, random_state=714)
RandomForestClassifier;0.2381;0.2222;0.2381;0.1963;0.3;0.2917;0.3;0.2686;0.5;0.3;0.5;0.375;not-balanced;['polarity', 'stress', 'priority_categories', 'O', 'C', 'E', 'A', 'N'];3;{'n_estimators': 5, 'random_state': 528};RandomForestClassifier(n_estimators=5, random_state=528)
