;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
10;RandomForestClassifier;0.8968;0.9023;0.8968;0.8966;0.8841;0.8822;0.8841;0.882;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
0;DecisionTreeClassifier;0.7986;0.8054;0.7986;0.7981;0.8696;0.873;0.8696;0.8704;0.95;0.953;0.95;0.9499;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 65};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=65)
12;RandomForestClassifier;0.8938;0.8978;0.8938;0.8936;0.8551;0.8624;0.8551;0.8558;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
13;RandomForestClassifier;0.876;0.8824;0.876;0.876;0.942;0.947;0.942;0.9418;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 692};RandomForestClassifier(n_estimators=10, random_state=692)
14;DecisionTreeClassifier;0.8712;0.8737;0.8712;0.871;0.8116;0.8269;0.8116;0.8154;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 54};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=54)
16;KNeighborsClassifier;0.7906;0.8089;0.7906;0.7904;0.9275;0.9336;0.9275;0.9286;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
17;KNeighborsClassifier;0.8197;0.8313;0.8197;0.8199;0.8261;0.8318;0.8261;0.8265;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
18;DecisionTreeClassifier;0.8518;0.8571;0.8518;0.8521;0.8406;0.8452;0.8406;0.8411;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 54};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=54)
19;KNeighborsClassifier;0.789;0.8085;0.789;0.79;0.8551;0.8731;0.8551;0.8536;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
20;RandomForestClassifier;0.8873;0.8916;0.8873;0.8874;0.8986;0.9009;0.8986;0.8972;0.95;0.9516;0.95;0.9504;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
21;RandomForestClassifier;0.9002;0.9024;0.9002;0.9;0.913;0.9244;0.913;0.9123;0.95;0.9516;0.95;0.9504;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
11;RandomForestClassifier;0.8921;0.8966;0.8921;0.8919;0.8551;0.8552;0.8551;0.8543;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 692};RandomForestClassifier(n_estimators=10, random_state=692)
15;KNeighborsClassifier;0.8101;0.8245;0.8101;0.8089;0.8696;0.8719;0.8696;0.8682;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
27;KNeighborsClassifier;0.8034;0.8237;0.8034;0.8035;0.7681;0.7709;0.7681;0.7656;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
42;KNeighborsClassifier;0.7971;0.818;0.7971;0.7967;0.8696;0.8862;0.8696;0.8712;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
36;KNeighborsClassifier;0.7827;0.8027;0.7827;0.7821;0.8986;0.8984;0.8986;0.8982;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
37;KNeighborsClassifier;0.7857;0.8093;0.7857;0.786;0.8841;0.8974;0.8841;0.882;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
38;RandomForestClassifier;0.8907;0.895;0.8907;0.891;0.8986;0.8984;0.8986;0.8982;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
39;KNeighborsClassifier;0.8068;0.8227;0.8068;0.8065;0.8696;0.8794;0.8696;0.8697;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
40;KNeighborsClassifier;0.7988;0.8196;0.7988;0.7972;0.8986;0.9018;0.8986;0.899;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
41;KNeighborsClassifier;0.7859;0.8037;0.7859;0.785;0.8406;0.8512;0.8406;0.8402;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
43;RandomForestClassifier;0.9018;0.9062;0.9018;0.9014;0.8986;0.8988;0.8986;0.8978;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
34;KNeighborsClassifier;0.7875;0.7995;0.7875;0.7853;0.913;0.9184;0.913;0.9138;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
44;KNeighborsClassifier;0.8117;0.8253;0.8117;0.812;0.8261;0.8519;0.8261;0.8262;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
45;RandomForestClassifier;0.8905;0.8967;0.8905;0.8907;0.8986;0.9012;0.8986;0.8991;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
46;DecisionTreeClassifier;0.868;0.872;0.868;0.8681;0.7826;0.813;0.7826;0.784;0.9333;0.9379;0.9333;0.934;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 645};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=645)
47;DecisionTreeClassifier;0.8535;0.8605;0.8535;0.8534;0.8841;0.8852;0.8841;0.8843;0.9333;0.9379;0.9333;0.934;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 522};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=522)
48;RandomForestClassifier;0.9016;0.9038;0.9016;0.9015;0.942;0.9426;0.942;0.942;0.9333;0.9379;0.9333;0.934;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
50;DecisionTreeClassifier;0.8535;0.8563;0.8535;0.8531;0.7826;0.7817;0.7826;0.7814;0.9333;0.9349;0.9333;0.9337;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 645};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=645)
35;RandomForestClassifier;0.8857;0.8887;0.8857;0.8856;0.8841;0.8932;0.8841;0.8846;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
33;KNeighborsClassifier;0.7858;0.8036;0.7858;0.7849;0.8406;0.8468;0.8406;0.839;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
52;RandomForestClassifier;0.905;0.9078;0.905;0.9047;0.8551;0.8683;0.8551;0.857;0.9333;0.934;0.9333;0.9333;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
23;DecisionTreeClassifier;0.8679;0.8707;0.8679;0.8676;0.8551;0.8578;0.8551;0.8544;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 522};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=522)
6;RandomForestClassifier;0.855;0.8619;0.855;0.8549;0.7971;0.8071;0.7971;0.7977;0.9333;0.934;0.9333;0.9333;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 497};RandomForestClassifier(n_estimators=20, random_state=497)
5;RandomForestClassifier;0.8422;0.8467;0.8422;0.8413;0.8551;0.8591;0.8551;0.8534;0.9333;0.934;0.9333;0.9333;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 371};RandomForestClassifier(n_estimators=20, random_state=371)
4;KNeighborsClassifier;0.7489;0.7584;0.7489;0.7476;0.8406;0.8484;0.8406;0.842;0.9333;0.939;0.9333;0.9336;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
3;KNeighborsClassifier;0.7664;0.7915;0.7664;0.7632;0.8116;0.8126;0.8116;0.8119;0.9333;0.939;0.9333;0.9336;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
2;RandomForestClassifier;0.8486;0.8549;0.8486;0.8481;0.8261;0.8261;0.8261;0.8261;0.9333;0.9365;0.9333;0.9337;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 371};RandomForestClassifier(n_estimators=20, random_state=371)
22;KNeighborsClassifier;0.8327;0.8414;0.8327;0.8321;0.7971;0.8;0.7971;0.7967;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
24;RandomForestClassifier;0.9033;0.9064;0.9033;0.9032;0.8841;0.8858;0.8841;0.8847;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
32;RandomForestClassifier;0.8937;0.8994;0.8937;0.8927;0.8986;0.8994;0.8986;0.8981;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 634};RandomForestClassifier(n_estimators=10, random_state=634)
25;KNeighborsClassifier;0.8084;0.8253;0.8084;0.8079;0.8986;0.9009;0.8986;0.8972;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
26;DecisionTreeClassifier;0.8583;0.8623;0.8583;0.8583;0.8986;0.8997;0.8986;0.8988;0.9333;0.9444;0.9333;0.9346;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 522};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=522)
28;KNeighborsClassifier;0.8164;0.829;0.8164;0.8165;0.8406;0.8471;0.8406;0.8406;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
29;RandomForestClassifier;0.9082;0.9117;0.9082;0.9074;0.7971;0.7996;0.7971;0.7975;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
30;KNeighborsClassifier;0.8115;0.8269;0.8115;0.8108;0.8551;0.8741;0.8551;0.8562;0.9333;0.937;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
31;KNeighborsClassifier;0.8244;0.8415;0.8244;0.8245;0.8696;0.873;0.8696;0.8704;0.9333;0.9444;0.9333;0.9341;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
51;DecisionTreeClassifier;0.8567;0.8634;0.8567;0.8556;0.8116;0.8098;0.8116;0.8075;0.9333;0.939;0.9333;0.9336;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 54};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=54)
49;RandomForestClassifier;0.9003;0.9036;0.9003;0.8999;0.8261;0.8333;0.8261;0.8265;0.9333;0.9349;0.9333;0.9337;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
1;RandomForestClassifier;0.8422;0.8466;0.8422;0.8419;0.8406;0.8416;0.8406;0.8376;0.9333;0.9365;0.9333;0.9337;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 656};RandomForestClassifier(n_estimators=10, random_state=656)
60;SVC;0.7585;0.7887;0.7585;0.7593;0.7826;0.8096;0.7826;0.7861;0.9167;0.9245;0.9167;0.9181;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 657};SVC(C=10, random_state=657)
10;KNeighborsClassifier;0.7601;0.7765;0.7601;0.7591;0.8406;0.8406;0.8406;0.8398;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
77;DecisionTreeClassifier;0.8647;0.8703;0.8647;0.8644;0.8551;0.8591;0.8551;0.8534;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 645};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=645)
78;DecisionTreeClassifier;0.8695;0.8726;0.8695;0.8692;0.7681;0.7656;0.7681;0.7639;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 54};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=54)
79;RandomForestClassifier;0.9066;0.9083;0.9066;0.9063;0.8551;0.8569;0.8551;0.8549;0.9167;0.9228;0.9167;0.9168;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
80;RandomForestClassifier;0.8888;0.8937;0.8888;0.8891;0.8696;0.8709;0.8696;0.8694;0.9167;0.9278;0.9167;0.916;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 634};RandomForestClassifier(n_estimators=10, random_state=634)
59;SVC;0.7552;0.7761;0.7552;0.756;0.8551;0.8716;0.8551;0.8544;0.9167;0.9245;0.9167;0.9181;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 145};SVC(C=10, random_state=145)
7;KNeighborsClassifier;0.7697;0.7861;0.7697;0.7688;0.8261;0.8323;0.8261;0.8267;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
8;KNeighborsClassifier;0.7617;0.7784;0.7617;0.7607;0.7101;0.7239;0.7101;0.7111;0.9167;0.9269;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
9;KNeighborsClassifier;0.7584;0.7755;0.7584;0.759;0.7826;0.7817;0.7826;0.7819;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
11;KNeighborsClassifier;0.7746;0.7891;0.7746;0.7745;0.7681;0.7697;0.7681;0.7687;0.9167;0.9195;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
75;DecisionTreeClassifier;0.8502;0.8544;0.8502;0.8502;0.7971;0.7999;0.7971;0.7975;0.9167;0.9182;0.9167;0.917;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 522};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=522)
