;Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
11;RandomForestClassifier;0.978;0.9781;0.978;0.978;0.9832;0.9832;0.9832;0.9832;0.9333;0.937;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 411};RandomForestClassifier(n_estimators=20, random_state=411)
12;RandomForestClassifier;0.9783;0.9783;0.9783;0.9783;0.9819;0.9819;0.9819;0.9819;0.9333;0.937;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 703};RandomForestClassifier(n_estimators=20, random_state=703)
13;RandomForestClassifier;0.9788;0.9788;0.9788;0.9788;0.9819;0.9819;0.9819;0.9819;0.9333;0.937;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 703};RandomForestClassifier(n_estimators=20, random_state=703)
14;KNeighborsClassifier;0.9659;0.966;0.9659;0.9659;0.9718;0.9718;0.9718;0.9718;0.9333;0.9444;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
15;KNeighborsClassifier;0.9644;0.9646;0.9644;0.9644;0.9698;0.9698;0.9698;0.9698;0.9333;0.9444;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
0;RandomForestClassifier;0.9256;0.9261;0.9256;0.9256;0.927;0.9276;0.927;0.9272;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 87};RandomForestClassifier(n_estimators=20, random_state=87)
17;RandomForestClassifier;0.9786;0.9786;0.9786;0.9786;0.9812;0.9812;0.9812;0.9812;0.9333;0.939;0.9333;0.9336;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 703};RandomForestClassifier(n_estimators=20, random_state=703)
18;RandomForestClassifier;0.9787;0.9787;0.9787;0.9787;0.9759;0.9759;0.9759;0.9758;0.9333;0.939;0.9333;0.9336;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 411};RandomForestClassifier(n_estimators=20, random_state=411)
19;RandomForestClassifier;0.9785;0.9786;0.9785;0.9785;0.9819;0.9819;0.9819;0.9819;0.9333;0.939;0.9333;0.9336;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 411};RandomForestClassifier(n_estimators=20, random_state=411)
21;RandomForestClassifier;0.9783;0.9783;0.9783;0.9783;0.9819;0.9819;0.9819;0.9819;0.9333;0.934;0.9333;0.9333;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 703};RandomForestClassifier(n_estimators=20, random_state=703)
22;RandomForestClassifier;0.9795;0.9795;0.9795;0.9795;0.9812;0.9812;0.9812;0.9812;0.9333;0.934;0.9333;0.9333;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 703};RandomForestClassifier(n_estimators=20, random_state=703)
23;KNeighborsClassifier;0.9651;0.9653;0.9651;0.965;0.9745;0.9745;0.9745;0.9745;0.9333;0.9399;0.9333;0.9331;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
24;RandomForestClassifier;0.9788;0.9789;0.9788;0.9788;0.9785;0.9786;0.9785;0.9786;0.9333;0.9346;0.9333;0.9328;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 411};RandomForestClassifier(n_estimators=20, random_state=411)
25;RandomForestClassifier;0.9803;0.9804;0.9803;0.9803;0.9805;0.9806;0.9805;0.9805;0.9333;0.9346;0.9333;0.9328;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 411};RandomForestClassifier(n_estimators=20, random_state=411)
0;RandomForestClassifier;0.9855;0.9855;0.9855;0.9855;0.9886;0.9886;0.9886;0.9886;0.9333;0.9444;0.9333;0.9346;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 223};RandomForestClassifier(n_estimators=20, random_state=223)
1;RandomForestClassifier;0.9855;0.9855;0.9855;0.9855;0.9866;0.9866;0.9866;0.9866;0.9333;0.9444;0.9333;0.9341;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
2;RandomForestClassifier;0.985;0.985;0.985;0.985;0.9866;0.9866;0.9866;0.9866;0.9333;0.9444;0.9333;0.9341;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
3;RandomForestClassifier;0.9867;0.9867;0.9867;0.9867;0.9779;0.9779;0.9779;0.9779;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 223};RandomForestClassifier(n_estimators=20, random_state=223)
4;RandomForestClassifier;0.9855;0.9855;0.9855;0.9855;0.988;0.988;0.988;0.9879;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
16;RandomForestClassifier;0.9782;0.9783;0.9782;0.9782;0.9785;0.9786;0.9785;0.9785;0.9333;0.9349;0.9333;0.9337;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
20;RandomForestClassifier;0.9801;0.9801;0.9801;0.9801;0.9792;0.9792;0.9792;0.9792;0.9333;0.934;0.9333;0.9333;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
9;RandomForestClassifier;0.9791;0.9791;0.9791;0.979;0.9799;0.9799;0.9799;0.9799;0.9333;0.937;0.9333;0.9341;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 19};RandomForestClassifier(n_estimators=20, random_state=19)
2;RandomForestClassifier;0.9243;0.9247;0.9243;0.9244;0.9183;0.9186;0.9183;0.9184;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 74};RandomForestClassifier(n_estimators=20, random_state=74)
1;RandomForestClassifier;0.9235;0.9238;0.9235;0.9235;0.9183;0.9184;0.9183;0.9183;0.9333;0.9399;0.9333;0.9331;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 398};RandomForestClassifier(n_estimators=20, random_state=398)
20;KNeighborsClassifier;0.971;0.9712;0.971;0.971;0.9853;0.9855;0.9853;0.9852;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
21;KNeighborsClassifier;0.9688;0.9691;0.9688;0.9687;0.9839;0.984;0.9839;0.9839;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
35;RandomForestClassifier;0.9853;0.9853;0.9853;0.9853;0.9853;0.9853;0.9853;0.9853;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
34;RandomForestClassifier;0.9855;0.9855;0.9855;0.9855;0.9886;0.9886;0.9886;0.9886;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
33;RandomForestClassifier;0.9856;0.9856;0.9856;0.9856;0.9826;0.9826;0.9826;0.9826;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 681};RandomForestClassifier(n_estimators=20, random_state=681)
32;RandomForestClassifier;0.9861;0.9861;0.9861;0.9861;0.9793;0.9793;0.9793;0.9793;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 223};RandomForestClassifier(n_estimators=20, random_state=223)
31;RandomForestClassifier;0.9846;0.9846;0.9846;0.9846;0.9893;0.9893;0.9893;0.9893;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 223};RandomForestClassifier(n_estimators=20, random_state=223)
30;RandomForestClassifier;0.9844;0.9844;0.9844;0.9844;0.992;0.992;0.992;0.992;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 681};RandomForestClassifier(n_estimators=20, random_state=681)
29;RandomForestClassifier;0.986;0.986;0.986;0.986;0.9806;0.9807;0.9806;0.9806;0.9167;0.9259;0.9167;0.9171;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
10;MLPClassifier;0.9569;0.957;0.9569;0.9569;0.9584;0.9585;0.9584;0.9584;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 762, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=762)
9;MLPClassifier;0.9577;0.9578;0.9577;0.9576;0.9497;0.9504;0.9497;0.9495;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 604, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=604)
8;MLPClassifier;0.9562;0.9562;0.9562;0.9561;0.9664;0.9667;0.9664;0.9664;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 604, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=604)
19;KNeighborsClassifier;0.9694;0.9697;0.9694;0.9693;0.9806;0.9806;0.9806;0.9806;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
37;RandomForestClassifier;0.985;0.985;0.985;0.985;0.9859;0.9859;0.9859;0.9859;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 28};RandomForestClassifier(n_estimators=20, random_state=28)
28;RandomForestClassifier;0.9856;0.9857;0.9856;0.9856;0.9893;0.9893;0.9893;0.9893;0.9167;0.9259;0.9167;0.9171;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 681};RandomForestClassifier(n_estimators=20, random_state=681)
27;KNeighborsClassifier;0.97;0.9704;0.97;0.97;0.9846;0.9846;0.9846;0.9846;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
26;KNeighborsClassifier;0.9697;0.9699;0.9697;0.9696;0.9819;0.982;0.9819;0.9819;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
25;KNeighborsClassifier;0.9697;0.97;0.9697;0.9696;0.9813;0.9813;0.9813;0.9812;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
24;KNeighborsClassifier;0.9691;0.9694;0.9691;0.9691;0.9886;0.9887;0.9886;0.9886;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
23;KNeighborsClassifier;0.9676;0.968;0.9676;0.9676;0.988;0.988;0.988;0.9879;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
22;KNeighborsClassifier;0.9686;0.9688;0.9686;0.9685;0.9826;0.9826;0.9826;0.9826;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
36;RandomForestClassifier;0.9865;0.9865;0.9865;0.9865;0.9793;0.9793;0.9793;0.9792;0.9167;0.9269;0.9167;0.917;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 681};RandomForestClassifier(n_estimators=20, random_state=681)
38;RandomForestClassifier;0.984;0.984;0.984;0.984;0.9853;0.9853;0.9853;0.9853;0.9167;0.9205;0.9167;0.916;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 681};RandomForestClassifier(n_estimators=20, random_state=681)
0;MLPClassifier;0.9589;0.959;0.9589;0.9589;0.9631;0.9631;0.9631;0.9631;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
14;MLPClassifier;0.956;0.9562;0.956;0.956;0.957;0.9572;0.957;0.9569;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 762, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=762)
1;MLPClassifier;0.9576;0.9578;0.9576;0.9575;0.9678;0.9678;0.9678;0.9677;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
2;MLPClassifier;0.9572;0.9574;0.9572;0.9572;0.9651;0.9653;0.9651;0.965;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
3;MLPClassifier;0.9583;0.9585;0.9583;0.9582;0.9604;0.9605;0.9604;0.9604;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 604, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=604)
4;MLPClassifier;0.9558;0.9559;0.9558;0.9558;0.9698;0.9698;0.9698;0.9698;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
5;MLPClassifier;0.9589;0.9591;0.9589;0.9589;0.9685;0.9687;0.9685;0.9683;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
18;RandomForestClassifier;0.9792;0.9792;0.9792;0.9792;0.9712;0.9712;0.9712;0.9712;0.9167;0.9278;0.9167;0.916;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 435};RandomForestClassifier(n_estimators=20, random_state=435)
17;KNeighborsClassifier;0.9687;0.9688;0.9687;0.9686;0.9785;0.9785;0.9785;0.9785;0.9167;0.918;0.9167;0.9161;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
16;MLPClassifier;0.9582;0.9585;0.9582;0.9582;0.9611;0.9611;0.9611;0.961;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 762, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=762)
17;KNeighborsClassifier;0.9686;0.9689;0.9686;0.9686;0.9833;0.9833;0.9833;0.9832;0.9167;0.9333;0.9167;0.9184;smote;5000;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
15;MLPClassifier;0.9571;0.9572;0.9571;0.957;0.9638;0.9641;0.9638;0.9636;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 762, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=762)
13;MLPClassifier;0.9572;0.9575;0.9572;0.9571;0.9611;0.9611;0.9611;0.9611;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
34;KNeighborsClassifier;0.9641;0.9643;0.9641;0.9641;0.9758;0.9759;0.9758;0.9758;0.9167;0.9235;0.9167;0.9176;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
12;MLPClassifier;0.9579;0.9582;0.9579;0.9579;0.9584;0.9586;0.9584;0.9583;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
11;MLPClassifier;0.9544;0.9546;0.9544;0.9543;0.9638;0.964;0.9638;0.9637;0.9167;0.9194;0.9167;0.9165;smote;5000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 266, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=266)
26;KNeighborsClassifier;0.9644;0.9645;0.9644;0.9643;0.9785;0.9787;0.9785;0.9785;0.9167;0.9235;0.9167;0.9176;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
27;KNeighborsClassifier;0.9656;0.9658;0.9656;0.9656;0.9745;0.9745;0.9745;0.9745;0.9167;0.9235;0.9167;0.9176;smote;5000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
